,Rt,DEPTH,density_porosity,TVD,GR,Sw,Vshale
154,14.309000000000001,10961.00035075164,0.19889502762430933,10344.1875,50.461999999999996,0.3073165219853356,0.03434190398069452
155,14.85425,10961.500350767641,0.20110497237569053,10344.65918,50.461999999999996,0.2983089640957612,0.03434190398069452
156,15.1976,10962.00035078364,0.2066298342541437,10345.12988,50.028999999999996,0.2870343977506134,0.027789243558778477
157,15.00891,10962.50035079964,0.2099447513812154,10345.60059,49.675,0.28427251956876565,0.0225197579687527
158,15.023639999999999,10963.00035081564,0.2066298342541437,10346.07129,49.675,0.28869141267813103,0.0225197579687527
159,15.22391,10963.50035083164,0.2060773480662982,10346.54199,51.25,0.28755512768727515,0.04657630229802427
160,15.91642,10964.00035084764,0.21270718232044186,10347.0127,52.341,0.2724643131038534,0.0641960970695302
161,16.436020000000003,10964.50035086364,0.21049723756906066,10347.4834,52.825,0.27093789098314763,0.07227450588747696
162,16.69407,10965.000350879642,0.2066298342541437,10347.9541,51.522,0.2738673974737321,0.05089403185948171
163,16.312820000000002,10965.500350895642,0.21436464088397786,10348.4248,50.461999999999996,0.2670525962254263,0.03434190398069452
164,15.52351,10966.000350911641,0.2270718232044199,10348.89551,51.25,0.25843793802680665,0.04657630229802427
165,15.149779999999998,10966.500350927641,0.2337016574585636,10349.36621,51.53,0.25418476780248445,0.05102177058307095
166,15.2697,10967.000350943641,0.23149171270718236,10349.83691,51.831,0.2556017228379233,0.055859196228474295
167,15.244229999999998,10967.500350959639,0.22762430939226516,10350.30664,52.037,0.26016153702897216,0.05920521154287581
168,15.075439999999999,10968.000350975639,0.2303867403314916,10350.77734,52.037,0.2584770561879025,0.05920521154287581
169,15.306560000000001,10968.500350991639,0.23093922651933685,10351.24805,52.525,0.2559045284661531,0.06724793514701886
170,15.47759,10969.00035100764,0.23646408839779,10351.71875,53.613,0.2485407554392775,0.08578265986088077
171,14.773629999999999,10969.500351023638,0.23867403314917124,10352.18945,53.613,0.2520378093761347,0.08578265986088077
172,14.2819,10970.000351039638,0.2441988950276241,10352.66016,53.218999999999994,0.2505404128831492,0.07897281578622878
173,14.04638,10970.500351055638,0.2453038674033149,10353.12988,52.825,0.2514941430019245,0.07227450588747696
174,14.18922,10971.000351071638,0.2453038674033149,10353.60059,52.825,0.2502250707842117,0.07227450588747696
175,14.18525,10971.500351087638,0.24088397790055244,10354.07129,54.098,0.2548520114862348,0.09432123470970528
176,14.184870000000002,10972.000351103638,0.2353591160220993,10354.54199,55.187,0.2608379468080548,0.11413775575132262
177,13.944239999999999,10972.500351119636,0.24088397790055244,10355.01172,55.975,0.25704498689758576,0.1290516543511238
178,13.409410000000001,10973.000351135635,0.2436464088397789,10355.48242,55.975,0.2591490539408317,0.1290516543511238
179,12.99029,10973.500351151635,0.24475138121546966,10355.95313,55.975,0.26210777428502835,0.1290516543511238
180,13.03636,10974.000351167635,0.2475138121546961,10356.42285,54.63399999999999,0.2587240884936546,0.10396180359861405
181,13.14029,10974.500351183637,0.2524861878453038,10356.89355,53.613,0.2526238659876812,0.08578265986088077
182,13.180470000000001,10975.000351199636,0.2541436464088397,10357.36426,52.825,0.2505934827045904,0.07227450588747696
183,13.31678,10975.500351215636,0.2558011049723757,10357.83398,52.825,0.2476922672862764,0.07227450588747696
184,13.108189999999999,10976.000351231636,0.25745856353591146,10358.30469,52.825,0.24804802388912275,0.07227450588747696
185,12.99283,10976.500351247636,0.25635359116022105,10358.77441,53.44,0.25022067623734384,0.08277869752456614
186,12.997160000000001,10977.000351263636,0.2541436464088397,10359.24512,54.4,0.2523544617914628,0.0997263983407665
187,13.006689999999999,10977.500351279636,0.2502762430939225,10359.71582,54.99100000000001,0.25616008303078225,0.11050407549875108
188,13.811470000000002,10978.000351295635,0.24640883977900535,10360.18555,55.975,0.2524865459439219,0.1290516543511238
189,15.768889999999999,10978.500351311635,0.2480662983425413,10360.65625,56.762,0.23471786666913344,0.14444646715830697
190,17.98842,10979.000351327635,0.2519337016574585,10361.125979999999,56.762,0.2163872660682568,0.14444646715830697
191,19.30126,10979.500351343637,0.25745856353591146,10361.5957,55.6,0.20441572658380894,0.1218928604350971
192,19.74203,10980.000351359637,0.2718232044198895,10362.06641,54.4,0.1914397178588441,0.0997263983407665
193,19.515220000000003,10980.500351375636,0.2723756906077348,10362.53613,53.613,0.19215841463998332,0.08578265986088077
194,19.10282,10981.000351391634,0.27679558011049715,10363.00684,55.187,0.19112019703282626,0.11413775575132262
195,18.66808,10981.500351407634,0.28011049723756914,10363.47656,56.255,0.1910448197263552,0.13447074088992864
196,19.08907,10982.000351423634,0.27845303867403315,10363.94629,57.55,0.19005098743147544,0.16037811541519292
197,20.66835,10982.500351439634,0.2773480662983424,10364.41699,58.336999999999996,0.18337343959816665,0.1768234962781095
198,19.23593,10983.000351455634,0.2740331491712707,10364.88672,58.336999999999996,0.1923777236689657,0.1768234962781095
199,18.92843,10983.500351471634,0.2718232044198895,10365.35645,58.336999999999996,0.19551075492014436,0.1768234962781095
200,20.61807,10984.000351487632,0.2723756906077348,10365.82715,57.792,0.1869485615674528,0.16537738387968215
201,20.07188,10984.500351503631,0.27348066298342544,10366.29688,57.55,0.18870952749193376,0.16037811541519292
202,20.10892,10985.000351519633,0.27292817679558,10366.7666,58.336999999999996,0.1889172999806172,0.1768234962781095
203,17.81949,10985.500351535633,0.2701657458563535,10367.23633,59.736000000000004,0.2027386535320941,0.20743080785307033
204,16.95091,10986.000351551633,0.2718232044198895,10367.70703,61.488,0.2066005342844035,0.24838096321105427
205,16.49079,10986.500351567633,0.2696132596685083,10368.17676,60.7,0.21117986088550955,0.2295902346391732
206,16.522660000000002,10987.000351583632,0.27348066298342544,10368.64648,60.7,0.20799259341749093,0.2295902346391732
207,16.37286,10987.500351599632,0.2657458563535911,10369.11621,61.488,0.2150233885192299,0.24838096321105427
208,16.35511,10988.000351615632,0.2541436464088397,10369.58594,61.488,0.22496164842992136,0.24838096321105427
209,15.93021,10988.500351631632,0.25745856353591146,10370.05566,61.488,0.22500718425706065,0.24838096321105427
210,15.42598,10989.000351647632,0.26519337016574585,10370.52637,63.85,0.22198592183528892,0.30857097382576854
211,15.30376,10989.500351663632,0.2718232044198895,10370.99609,65.425,0.2174347113344704,0.3521481367846383
212,15.1284,10990.000351679633,0.2701657458563535,10371.46582,65.425,0.22003293586180356,0.3521481367846383
213,14.73335,10990.500351695633,0.27679558011049715,10371.93555,65.425,0.2176228899432123,0.3521481367846383
214,14.794170000000001,10991.000351711633,0.28232044198895034,10372.405270000001,65.425,0.2129250949120045,0.3521481367846383
215,14.442029999999999,10991.500351727633,0.2834254143646408,10372.875,64.637,0.2146651605381141,0.32998616863656643
216,14.03568,10992.000351743629,0.2878453038674033,10373.344729999999,63.85,0.21440682203455927,0.30857097382576854
217,13.58226,10992.50035175963,0.2795580110497236,10373.81445,63.85,0.2244173942377645,0.30857097382576854
218,12.99595,10993.00035177563,0.2751381215469612,10374.28418,63.85,0.2331093500171084,0.30857097382576854
219,12.85329,10993.50035179163,0.27845303867403315,10374.75391,63.062,0.2316089632061099,0.28782476223466663
220,13.10522,10994.00035180763,0.26906077348066304,10375.22363,62.169,0.2373788015509989,0.26512767424188616
221,13.26159,10994.50035182363,0.2696132596685083,10375.69336,61.488,0.23549160604906286,0.24838096321105427
222,14.51551,10995.00035183963,0.2646408839779006,10376.16211,59.125,0.2293197127063622,0.1938423471495058
223,15.58276,10995.50035185563,0.2679558011049723,10376.63184,55.581,0.2185894123552324,0.12153313448454703
224,14.764370000000001,10996.000351871631,0.2646408839779006,10377.10156,52.825,0.2273788567562526,0.07227450588747696
225,14.039000000000001,10996.50035188763,0.26298342541436465,10377.57129,52.825,0.2346486242838336,0.07227450588747696
226,14.18017,10997.000351903627,0.2668508287292818,10378.04102,53.495,0.23009395156461865,0.08373135382676293
227,14.408970000000002,10997.500351919629,0.2662983425414363,10378.51074,54.4,0.2287333787692025,0.0997263983407665
228,15.744589999999999,10998.000351935627,0.26740331491712704,10378.97949,53.613,0.21791243445623187,0.08578265986088077
229,16.233710000000002,10998.500351951629,0.27624309392265195,10379.44922,54.4,0.20773714373301935,0.0997263983407665
230,15.42365,10999.000351967627,0.2718232044198895,10379.91895,56.028,0.216587988822522,0.13007253623178452
231,15.765120000000001,10999.500351983628,0.2696132596685083,10380.38867,57.55,0.21598549677507028,0.16037811541519292
232,15.04606,11000.000351999628,0.26740331491712704,10380.85742,58.035,0.222913461459487,0.17044859368886392
233,14.465010000000001,11000.500352015628,0.2668508287292818,10381.32715,58.336999999999996,0.2278172222318497,0.1768234962781095
234,14.518870000000001,11001.000352031628,0.2646408839779006,10381.79688,58.876000000000005,0.22929317624661966,0.18840369518366454
235,14.47711,11001.500352047628,0.26298342541436465,10382.2666,59.125,0.2310708501666281,0.1938423471495058
236,14.204820000000002,11002.000352063627,0.26132596685082865,10382.73535,59.125,0.23475456375111414,0.1938423471495058
237,13.633729999999998,11002.500352079629,0.253038674033149,10383.20508,58.163999999999994,0.2474686730187949,0.17316177865263613
238,13.04862,11003.000352095627,0.25635359116022105,10383.6748,57.262,0.24968518800286976,0.1544942789288041
239,13.842479999999998,11003.500352111629,0.26298342541436465,10384.14355,55.975,0.2363083931086768,0.1290516543511238
240,15.465160000000001,11004.000352127627,0.2618784530386739,10384.61328,54.4,0.2245109366078648,0.0997263983407665
241,15.9558,11004.500352143628,0.2558011049723757,10385.08301,53.946999999999996,0.22628343830495284,0.0916442017068815
242,16.44197,11005.000352159626,0.25524861878453026,10385.55273,53.613,0.22339536121934728,0.08578265986088077
243,15.61154,11005.500352175624,0.2646408839779006,10386.02148,53.613,0.2211233807143114,0.08578265986088077
244,14.87775,11006.000352191626,0.2668508287292818,10386.49121,52.037,0.22463493228416667,0.05920521154287581
245,14.56189,11006.500352207628,0.2696132596685083,10386.96094,50.461999999999996,0.22473171033821926,0.03434190398069452
246,14.42424,11007.000352223626,0.2696132596685083,10387.42969,49.95,0.22580146752159275,0.026606498451772605
247,14.7988,11007.500352239624,0.2718232044198895,10387.89941,49.675,0.2211132147790462,0.0225197579687527
248,15.35016,11008.000352255625,0.27127071823204424,10388.36914,50.461999999999996,0.21754800582168216,0.03434190398069452
249,15.30216,11008.500352271623,0.2657458563535911,10388.83887,52.825,0.222418857911288,0.07227450588747696
250,14.76065,11009.000352287625,0.2668508287292818,10389.30762,52.825,0.2255242151381733,0.07227450588747696
251,13.959470000000001,11009.500352303623,0.2607734806629834,10389.77734,52.037,0.2373103001304445,0.05920521154287581
252,13.63004,11010.000352319625,0.2607734806629834,10390.24707,52.037,0.24016100277387176,0.05920521154287581
253,13.48867,11010.500352335624,0.2624309392265194,10390.71582,52.037,0.2398915096864724,0.05920521154287581
254,14.329529999999998,11011.000352351624,0.25966850828729265,10391.18555,51.25,0.2352226948112087,0.04657630229802427
255,15.748429999999999,11011.500352367624,0.2624309392265194,10391.655270000001,51.957,0.22201422939454574,0.05790235581588783
256,16.93862,11012.000352383622,0.25966850828729265,10392.124020000001,52.825,0.2163496423248155,0.07227450588747696
257,16.90897,11012.500352399622,0.2585635359116022,10392.59375,50.461999999999996,0.217464625954714,0.03434190398069452
258,16.39049,11013.000352415622,0.2541436464088397,10393.063479999999,50.845,0.2247187196690118,0.040237857003130595
259,15.81967,11013.500352431622,0.25635359116022105,10393.5332,51.25,0.2267651761278809,0.04657630229802427
