,DEPTH,Rt,GR,TVD,density_porosity,Sw,Vshale
246,10723.000343135862,10.731,69.411,10235.79785,0.2441988950276241,0.2890351660535914,0.34504916270249314
247,10723.500343151862,10.434000000000001,70.998,10236.25293,0.23867403314917124,0.29990512617667525,0.37022929114008934
248,10724.000343167863,10.032,73.44,10236.70703,0.2441988950276241,0.2989351753642674,0.4108221026219472
249,10724.50034318386,9.755,75.027,10237.16113,0.2513812154696133,0.29448828208584443,0.4384556391465336
250,10725.00034319986,9.327,74.417,10237.61523,0.24088397790055244,0.314293626714805,0.42771415164613025
251,10725.500343215861,9.068999999999999,76.126,10238.07031,0.2397790055248617,0.3202016913682988,0.4581936831824673
252,10726.000343231859,8.868,76.615,10238.52441,0.2243093922651932,0.34614190243591164,0.46713833402045635
253,10726.500343247859,8.868,78.08,10238.97852,0.2176795580110498,0.35668429540350244,0.4945478901346417
254,10727.00034326386,8.917,76.615,10239.43262,0.21270718232044186,0.3640180670807404,0.46713833402045635
255,10727.50034327986,9.017999999999999,72.585,10239.88672,0.22099447513812148,0.34839983869799723,0.3963486680104894
256,10728.00034329586,9.171,67.335,10240.3418,0.22928176795580116,0.3329941536058804,0.31347219808827065
257,10728.50034331186,9.592,66.847,10240.7959,0.2337016574585636,0.3194464746168795,0.3062665101573296
258,10729.000343327858,10.089,66.236,10241.25,0.23093922651933685,0.31520471791257404,0.2973582874432587
259,10729.50034334386,10.318,67.579,10241.7041,0.222099447513812,0.3240926912801614,0.3171055860647869
