,Depth,Air Permeability,Corrected Perm,porosity,Klinkenberg Perm
533,10760.7,66.0,58.66083990657534,19.497,58.563196315172625
534,10761.6,85.0,75.54725607021565,16.781,75.44220529991915
536,10762.6,200.0,177.7561705160065,22.019,177.56572398122077
537,10763.5,950.0,844.3329229016448,24.929,843.8561638871885
538,10764.3,170.0,151.08974114518526,22.601,150.91364065173232
539,10765.3,880.0,782.1024560919137,24.153,781.6518805138122
540,10766.3,1200.0,1066.4908799662162,26.675,1065.9316940041367
542,10767.0,1000.0,888.7351269277654,26.287,888.2328943250114
543,10768.0,1000.0,888.7247378432468,25.802,888.2266694921622
544,10769.0,930.0,826.5043454158747,23.28,826.0473700233658
545,10770.1,700.0,622.092047157874,23.086,621.7030003559444
546,10770.8,840.0,746.5043498033781,24.056,746.066027344719
548,10772.1,1400.0,1244.1550164746855,26.481,1243.54805602655
549,10772.9,630.0,559.8645242133357,23.377000000000002,559.4954555959309
550,10774.0,660.0,586.5172021442065,23.28,586.1392161377981
551,10775.0,430.0,382.120379975735,22.019,381.8295015147966
552,10775.7,1300.0,1155.2382145372992,25.511,1154.665281111315
554,10776.9,1400.0,1244.0852559104878,25.413999999999998,1243.4893650103586
555,10778.0,660.0,586.4898007559174,24.153,586.1055572512873
556,10778.4,1000.0,888.6167595208025,25.607999999999997,888.1204010532622
557,10779.4,990.0,879.7203196998875,24.832,879.2334559521453
558,10780.4,1300.0,1155.1748113055628,25.511,1154.601895275544
560,10781.5,720.0,639.7809103428053,26.578,639.3601196950874
561,10782.4,100.0,88.85752624586422,23.377000000000002,88.72427239645977
562,10783.4,1200.0,1066.277869270402,26.481,1065.7205654787545
563,10784.3,650.0,577.5611125557924,25.22,577.172688076459
564,10784.9,1400.0,1243.9690705490955,25.996,1243.367151934714
566,10786.1,950.0,844.1100492997799,25.898999999999997,843.6251610186924
567,10787.1,1200.0,1066.2318322039278,26.966,1065.6700045713064
568,10788.1,1500.0,1332.774241226593,26.675,1332.1416721649448
569,10789.0,1000.0,888.5068323788204,25.705,888.0096688636785
570,10790.0,1600.0,1421.5943496530324,26.869,1420.936669916916
572,10791.4,1400.0,1243.8747454978102,26.966,1243.2629195990528
573,10792.3,910.0,808.510098783978,25.996,808.0358420596712
574,10793.3,1500.0,1332.693413928403,27.257,1332.0547367637425
575,10764.2,1600.0,1422.0227559834793,27.936,1421.3534213306748
576,10795.2,69.0,61.30253905209744,22.407,61.19607640135714
578,10796.2,1300.0,1154.9619096538038,27.063,1154.3737357034806
579,10797.2,1100.0,977.2640708311006,27.257,976.7261093218651
580,10798.2,260.0,230.98699730420023,25.317,230.75268049279174
581,10799.2,200.0,177.680234950589,23.862000000000002,177.48287556809566
582,10799.3,150.0,133.2600209222471,21.922,133.09796717998162
584,10800.3,430.0,382.00760858014786,24.929,381.7001983495103
585,10802.2,250.0,222.0925303930669,26.287,221.85936913771715
586,10803.0,26.0,23.09740790385585,18.817999999999998,23.0400543785211
587,10804.1,850.0,755.0978908820438,26.772000000000002,754.635192508132
588,10805.0,630.0,559.6549231479179,26.287,559.2660773780824
590,10806.1,900.0,799.4967909871403,26.287,799.0231169771346
591,10807.1,250.0,222.07985585539043,23.377000000000002,221.85860227474063
592,10958.2,98.0,86.90338889959708,16.587,86.7904577252168
593,10959.2,260.0,230.5573658391269,17.557000000000002,230.35858865544924
594,10960.2,47.0,41.677199492152454,15.713999999999999,41.60381003275113
596,10960.8,4.8,4.256365543091156,13.094999999999999,4.237262341183243
597,10961.8,98.0,86.89979962173199,19.982,86.77708273868666
598,10962.3,380.0,336.9564741190241,21.437,336.6883795614634
599,10963.6,250.0,221.67858546109494,18.236,221.48075732424417
600,10964.6,180.0,159.6067510701711,18.333,159.44141878078628
602,10965.7,270.0,239.40710668205745,21.437,239.1852127471509
603,10966.5,270.0,239.40491059714708,21.922,239.18078972317804
604,10967.5,270.0,239.40216575486198,20.758,239.18344105379578
605,10968.5,120.0,106.3997427580747,20.176,106.26187859881479
606,10969.1,220.0,195.06485339146707,22.212999999999997,194.86356946089717
608,10970.2,31.0,27.486064594362155,17.363,27.425134371279768
609,10971.1,41.0,36.35216206185891,18.915,36.27825654241016
610,10972.1,270.0,239.38954325406493,21.049,239.1694608979866
611,10973.1,330.0,292.58386673023114,22.116,292.33244547323056
612,10974.1,220.0,195.05367619024236,20.564,194.8592135448139
614,10975.1,330.0,292.5771621980405,22.697999999999997,292.32281044260884
615,10976.0,51.0,45.216004323873804,16.877999999999997,45.13673920689151
616,10977.1,250.0,221.64428719365037,22.116,221.42867948348112
617,10977.7,430.0,381.225554032536,21.825,380.9361987014413
618,10978.7,270.0,239.37144352573367,21.437,239.14956788416708
620,10979.8,27.0,23.936842814225514,15.907999999999998,23.882565879959788
621,10980.6,85.0,75.35603705716704,19.787999999999997,75.24312462740626
622,10981.6,270.0,239.3634946406039,22.019,239.13895293999474
623,10982.7,16.0,14.184324751914257,19.108999999999998,14.140252311113835
624,10983.6,270.0,239.35801408133312,19.982,239.1430014895732
626,10984.6,110.0,97.51511172714314,21.243,97.38068729204592
627,10985.5,91.0,80.6707614274641,17.557000000000002,80.55960373125485
628,10986.6,63.0,55.84828560039805,21.727999999999998,55.74855622423975
629,10987.6,74.0,65.59882288245687,15.617,65.50473940267537
630,10988.6,240.0,212.75050469970367,20.467000000000002,212.5468976153602
632,10989.5,160.0,141.83220932028715,18.915,141.6751593603545
633,10990.3,98.0,86.87143313060282,18.43,86.75308761605045
634,10991.3,110.0,97.50763603667573,20.467000000000002,97.37543179107911
635,10992.1,300.0,265.9274830170179,22.31,265.6880757878276
636,10993.2,7.2,6.38217929677908,17.751,6.354792710740986
638,10994.0,130.0,115.23273857792508,19.497,115.0908370795089
639,10994.9,29.0,25.705500199713093,20.758,25.641922340020027
640,10996.0,160.0,141.82166556130107,21.049,141.65694475757493
641,10997.0,220.0,195.00256062497567,21.922,194.8024938465206
642,10997.8,170.0,150.68241872847662,18.527,150.52151410118557
644,10998.9,250.0,221.58900589303965,22.892,221.37008230509622
645,10999.8,850.0,753.3948697271213,24.929,752.9472414236707
646,11000.7,510.0,452.0322720950463,23.182999999999996,451.7056236211028
647,11001.7,160.0,141.8124254860742,20.273,141.65045007974763
648,11002.7,280.0,248.16890874418036,21.825,247.9407361858026
650,11004.0,120.0,106.35652396312618,21.049,106.21605960676176
651,11004.7,200.0,177.25945566706693,20.176,177.07658289366677
652,11005.7,33.0,29.247476065486442,17.46,29.184255855147295
653,11006.4,60.0,53.176804005207,17.751,53.08811758187986
654,11007.4,710.0,629.251660057423,22.601,628.8638382373432
656,11008.5,120.0,106.35105716048693,19.012,106.2168362283862
657,11008.9,130.0,115.21311896108371,20.273,115.06873685049632
658,11009.9,140.0,124.07424972753088,17.751,123.9324853517021
659,11010.0,56.0,49.62964322047799,15.52,49.54924907401957
660,11011.6,47.0,41.652689624263864,15.617,41.57952649418705
662,11012.7,380.0,336.7621976846504,19.497,336.5053065960926
663,11013.9,250.0,221.55104257989268,20.37,221.34325788748686
664,11014.6,690.0,611.4759919128614,23.182999999999996,611.0899100561486
665,11015.6,170.0,150.65178583660085,19.497,150.48719119836136
666,11016.7,630.0,558.2907861959965,23.959,557.9182216940359
